,id,mnthborn,yearborn,age,electric,radio,tv,bicycle,educ,ceb,agefbrth,children,knowmeth,usemeth,monthfm,yearfm,agefm,idlnchld,heduc,agesq,urban,urb_educ,spirit,protest,catholic,frsthalf,educ0,evermarr
305,306,6,49,39,0,1,0,1,0,2,25,2,1,0,0,0,0,4,0,1521,1,0,1,0,0,1,1,0
306,307,9,52,36,0,1,0,0,10,4,15,3,1,1,1,88,35,4,10,1296,1,10,0,1,0,0,0,1
307,308,6,64,24,0,1,0,0,7,1,18,1,1,1,5,86,21,2,0,576,1,7,1,0,0,1,0,1
308,309,7,48,40,1,1,1,1,16,3,25,3,1,1,12,73,25,3,16,1600,1,16,0,0,1,0,0,1
310,311,11,66,22,1,1,0,0,8,1,17,1,1,1,0,0,0,4,0,484,1,8,0,1,0,0,0,0
311,312,6,60,28,1,0,1,0,15,1,24,1,1,0,12,81,21,2,15,784,1,15,0,0,0,1,0,1
313,314,9,67,21,0,0,0,0,10,1,19,1,1,1,0,0,0,4,0,441,1,10,0,0,1,0,0,0
314,315,9,60,28,1,1,1,0,12,2,23,2,1,1,1,80,19,4,14,784,1,12,0,0,1,0,0,1
315,316,6,66,22,1,1,1,0,7,1,17,1,1,1,0,0,0,6,0,484,1,7,0,1,0,1,0,0
316,317,9,56,32,1,1,1,0,7,4,17,4,1,1,2,80,23,4,14,1024,1,7,1,0,0,0,0,1
318,319,9,67,21,0,0,0,0,7,2,17,2,1,1,0,0,0,2,0,441,1,7,0,0,0,0,0,0
319,320,6,69,19,0,1,0,1,8,1,19,1,1,1,0,0,0,4,0,361,1,8,0,0,0,1,0,0
320,321,7,70,18,0,1,0,1,6,1,16,1,1,0,0,0,0,6,0,324,1,6,0,1,0,0,0,0
322,323,6,61,27,0,1,0,1,4,5,17,5,1,1,10,86,25,4,7,729,1,4,1,0,0,1,0,1
324,325,8,68,20,1,1,1,0,7,1,18,1,1,1,2,83,14,6,7,400,1,7,0,0,0,0,0,1
325,326,6,55,33,1,1,1,1,10,4,21,4,1,1,7,77,22,5,17,1089,1,10,0,1,0,1,0,1
326,327,10,58,30,1,1,1,0,17,2,17,2,1,1,3,87,28,4,16,900,1,17,0,1,0,0,0,1
327,328,12,58,30,1,1,1,1,8,2,17,2,1,1,1,78,19,6,15,900,1,8,1,0,0,0,0,1
328,329,8,65,23,0,1,0,0,7,1,19,1,1,1,0,0,0,4,0,529,1,7,0,0,1,0,0,0
329,330,2,51,37,1,1,1,1,12,4,24,4,1,1,11,76,25,4,12,1369,1,12,0,1,0,1,0,1
331,332,9,59,29,1,1,1,0,14,3,17,3,1,1,7,75,15,4,16,841,1,14,0,1,0,0,0,1
332,333,12,63,25,1,0,0,0,7,1,16,1,1,1,0,0,0,5,0,625,1,7,0,0,0,0,0,0
333,334,11,57,31,1,1,1,0,19,1,26,1,1,1,12,82,25,1,19,961,1,19,0,0,0,0,0,1
334,335,1,56,32,1,0,1,0,15,2,28,2,1,1,7,81,25,3,19,1024,1,15,0,0,0,1,0,1
335,336,11,63,25,0,0,0,0,7,1,23,1,1,1,0,0,0,4,0,625,1,7,0,0,0,0,0,0
336,337,5,56,32,1,1,1,1,16,2,27,2,1,1,8,81,25,2,16,1024,1,16,0,0,0,1,0,1
340,341,8,68,20,0,0,0,0,10,1,20,1,1,1,0,0,0,1,0,400,1,10,0,0,0,0,0,0
341,342,6,68,20,0,1,0,0,7,2,17,2,1,1,2,88,19,4,6,400,1,7,0,0,0,1,0,1
342,343,9,53,35,0,1,0,0,0,3,18,3,1,1,0,0,0,4,0,1225,1,0,1,0,0,0,1,0
343,344,6,65,23,0,1,0,0,7,1,17,1,1,1,1,84,18,3,0,529,1,7,1,0,0,1,0,1
346,347,8,56,32,0,0,1,0,7,5,16,4,1,1,1,81,24,2,10,1024,1,7,0,1,0,0,0,1
348,349,10,59,29,0,1,0,0,7,1,19,1,1,1,0,0,0,6,0,841,1,7,0,0,0,0,0,0
350,351,11,61,27,0,1,0,1,5,2,20,2,1,1,9,86,24,6,7,729,1,5,1,0,0,0,0,1
351,352,6,56,32,0,0,0,0,7,3,19,3,1,0,0,0,0,4,0,1024,1,7,0,0,0,1,0,0
352,353,4,54,34,0,1,0,0,10,2,22,2,1,1,6,79,25,4,7,1156,1,10,0,1,0,1,0,1
354,355,4,58,30,0,1,0,0,5,5,17,5,1,1,7,79,21,6,12,900,1,5,0,1,0,1,0,1
356,357,7,69,19,0,1,1,0,7,1,16,1,1,1,0,0,0,4,0,361,1,7,0,1,0,0,0,0
358,359,11,71,17,0,1,0,0,8,1,15,1,1,1,0,0,0,4,0,289,1,8,0,1,0,0,0,0
359,360,4,51,37,0,0,0,0,7,2,19,2,1,1,0,0,0,4,0,1369,1,7,1,0,0,1,0,0
361,362,4,68,20,0,1,0,0,7,2,14,2,1,1,0,0,0,8,0,400,1,7,1,0,0,1,0,0
362,363,10,53,35,0,1,0,0,9,2,19,2,1,1,4,80,26,4,7,1225,1,9,1,0,0,0,0,1
364,365,8,58,30,0,1,1,0,10,2,17,2,1,1,5,84,25,4,12,900,1,10,0,0,0,0,0,1
367,368,11,67,21,0,1,0,1,14,1,20,1,1,1,0,0,0,3,0,441,1,14,0,0,0,0,0,0
369,370,1,62,26,0,0,0,0,5,4,19,4,1,1,10,84,22,4,0,676,1,5,0,0,1,1,0,1
370,371,4,65,23,0,0,0,0,7,1,21,1,1,1,0,0,0,6,0,529,1,7,0,0,0,1,0,0
371,372,5,47,41,0,1,0,0,2,5,26,5,1,1,2,71,23,5,7,1681,1,2,0,0,0,1,0,1
372,373,6,57,31,0,0,0,0,7,3,18,3,1,1,0,0,0,3,0,961,1,7,0,1,0,1,0,0
373,374,10,56,32,0,0,0,0,7,3,21,2,1,0,0,0,0,4,0,1024,1,7,1,0,0,0,0,0
374,375,4,66,22,0,0,0,0,9,3,17,3,1,1,3,88,21,4,9,484,1,9,0,1,0,1,0,1
375,376,7,57,31,0,0,0,0,2,6,18,6,1,1,9,75,18,10,7,961,1,2,1,0,0,0,0,1
376,377,10,64,24,0,0,0,0,7,2,19,2,1,1,5,80,15,4,0,576,1,7,0,1,0,0,0,1
377,378,12,53,34,0,1,0,0,5,6,18,5,1,1,10,76,22,9,5,1156,1,5,1,0,0,0,0,1
378,379,4,64,24,0,1,0,0,9,1,20,1,1,0,1,85,20,4,0,576,1,9,0,0,1,1,0,1
379,380,12,60,27,0,1,0,0,4,2,16,2,1,1,0,0,0,4,0,729,1,4,0,0,1,0,0,0
380,381,8,66,22,0,1,0,0,7,1,18,1,1,1,0,0,0,4,0,484,1,7,0,0,0,0,0,0
381,382,5,68,20,0,1,0,0,7,1,18,1,1,1,0,0,0,4,0,400,1,7,0,0,0,1,0,0
382,383,2,61,27,0,1,0,0,10,1,27,1,1,1,9,82,21,4,7,729,1,10,1,0,0,1,0,1
383,384,1,46,42,0,1,0,0,2,1,19,1,1,0,1,66,20,4,8,1764,1,2,0,0,0,1,0,1
384,385,2,53,35,0,1,0,1,0,5,19,4,1,0,0,0,0,5,0,1225,1,0,0,1,0,1,1,0
385,386,2,57,31,0,1,0,0,12,3,20,3,1,1,2,74,17,4,10,961,1,12,1,0,0,1,0,1
387,388,6,67,21,0,1,0,0,0,1,15,1,1,1,5,81,13,4,12,441,1,0,1,0,0,1,1,1
388,389,12,56,31,0,1,1,0,10,2,18,1,1,1,8,83,26,5,6,961,1,10,1,0,0,0,0,1
390,391,9,62,26,0,1,0,1,7,3,17,3,1,1,0,0,0,4,0,676,1,7,0,0,0,0,0,0
391,392,5,64,24,0,1,0,1,7,2,21,2,1,1,0,0,0,4,0,576,1,7,1,0,0,1,0,0
393,394,7,54,34,1,1,1,0,7,4,21,3,1,1,5,75,20,4,1,1156,1,7,1,0,0,0,0,1
394,395,1,63,25,0,1,0,0,7,4,16,4,1,1,1,82,19,4,6,625,1,7,1,0,0,1,0,1
395,396,1,59,29,0,1,0,0,7,3,18,2,1,1,6,85,26,4,6,841,1,7,0,0,1,1,0,1
396,397,12,54,33,0,1,0,1,9,2,24,2,1,1,1,81,26,2,7,1089,1,9,0,1,0,0,0,1
397,398,12,46,41,0,0,0,0,4,6,18,6,1,1,9,68,21,4,9,1681,1,4,0,0,0,0,0,1
398,399,7,67,21,0,0,0,0,7,1,19,1,1,0,0,0,0,2,0,441,1,7,0,1,0,0,0,0
399,400,2,65,23,0,0,0,0,7,1,16,1,1,0,7,87,22,4,7,529,1,7,0,0,0,1,0,1
400,401,12,62,25,0,1,0,0,5,2,17,2,1,1,7,83,20,4,9,625,1,5,0,0,0,0,0,1
401,402,11,57,30,0,1,0,0,0,5,18,4,1,1,10,85,27,4,8,900,1,0,1,0,0,0,1,1
402,403,8,59,29,0,1,0,0,8,1,21,1,1,1,12,80,21,4,17,841,1,8,0,0,1,0,0,1
403,404,12,67,20,1,0,1,0,6,1,20,1,1,0,0,0,0,4,0,400,1,6,0,1,0,0,0,0
404,405,11,52,35,0,1,0,1,0,6,20,6,1,0,8,87,34,6,6,1225,1,0,0,0,0,0,1,1
405,406,6,62,26,0,1,0,1,8,3,16,3,1,1,9,86,24,4,7,676,1,8,1,0,0,1,0,1
406,407,6,59,29,0,1,0,0,10,5,20,5,1,1,0,0,0,6,0,841,1,10,1,0,0,1,0,0
407,408,3,62,26,0,0,0,0,7,2,18,2,1,1,2,88,25,6,10,676,1,7,1,0,0,1,0,1
409,410,6,58,30,0,0,0,0,9,3,20,3,1,1,0,0,0,4,0,900,1,9,0,0,1,1,0,0
410,411,1,51,37,0,1,0,0,7,5,19,5,1,1,0,0,0,5,0,1369,1,7,0,0,1,1,0,0
411,412,2,58,30,0,0,0,1,8,5,12,5,1,0,7,80,22,6,12,900,1,8,0,0,1,1,0,1
413,414,7,48,40,0,1,0,0,7,6,20,6,0,0,7,69,21,5,2,1600,1,7,0,1,0,0,0,1
416,417,7,48,40,0,1,0,0,7,1,21,1,1,1,7,70,22,4,7,1600,1,7,1,0,0,0,0,1
417,418,9,63,25,0,1,0,0,7,1,16,1,1,1,0,0,0,4,0,625,1,7,1,0,0,0,0,0
418,419,10,46,42,1,1,1,0,5,6,19,6,1,1,7,65,18,4,12,1764,1,5,0,1,0,0,0,1
419,420,11,63,24,0,1,0,0,10,2,18,2,1,1,0,0,0,4,0,576,1,10,0,0,1,0,0,0
422,423,3,62,26,0,0,0,0,8,3,19,3,1,1,8,82,20,4,10,676,1,8,1,0,0,1,0,1
424,425,9,64,24,0,1,0,1,7,1,17,1,1,1,0,0,0,3,0,576,1,7,1,0,0,0,0,0
426,427,7,62,26,0,1,0,0,7,1,17,1,1,0,0,0,0,4,0,676,1,7,0,0,0,0,0,0
427,428,9,55,33,0,1,0,0,6,4,14,4,1,0,1,85,29,7,7,1089,1,6,1,0,0,0,0,1
428,429,11,56,32,0,1,0,0,6,5,18,3,1,0,9,74,17,6,7,1024,1,6,1,0,0,0,0,1
431,432,7,49,39,0,1,0,0,3,2,15,2,1,0,7,73,24,4,9,1521,1,3,1,0,0,0,0,1
432,433,3,68,20,0,1,0,0,5,1,19,1,1,1,0,0,0,3,0,400,1,5,1,0,0,1,0,0
433,434,7,60,28,0,1,0,0,5,2,19,2,1,1,7,81,21,6,10,784,1,5,1,0,0,0,0,1
434,435,2,56,32,0,0,0,0,0,3,18,3,1,0,7,80,24,4,5,1024,1,0,0,0,0,1,1,1
435,436,2,54,34,0,0,0,0,0,7,19,5,1,1,9,72,18,6,2,1156,1,0,1,0,0,1,1,1
436,437,6,59,29,0,0,0,0,7,4,18,4,1,1,1,86,26,6,7,841,1,7,0,0,0,1,0,1
439,440,7,58,30,0,1,0,0,4,3,17,3,1,1,9,75,17,4,0,900,1,4,0,0,1,0,0,1
440,441,6,65,23,0,1,0,0,3,1,18,1,1,0,0,0,0,2,0,529,1,3,1,0,0,1,0,0
441,442,1,68,20,0,1,0,0,0,1,16,1,1,1,12,87,19,4,0,400,1,0,0,1,0,1,1,1
442,443,10,49,39,0,0,0,0,0,9,18,8,1,1,6,69,19,9,5,1521,1,0,1,0,0,0,1,1
443,444,2,55,33,0,0,0,0,0,1,23,1,1,0,3,82,27,6,7,1089,1,0,1,0,0,1,1,1
444,445,6,61,27,0,1,0,0,5,2,18,2,1,1,0,0,0,6,0,729,1,5,0,1,0,1,0,0
445,446,2,63,25,0,0,0,0,6,2,18,2,1,1,10,80,17,4,0,625,1,6,1,0,0,1,0,1
450,451,3,58,30,0,1,0,0,10,2,21,2,1,1,0,0,0,3,0,900,1,10,0,0,1,1,0,0
451,452,12,67,20,0,1,0,0,8,2,16,2,1,1,8,83,15,2,0,400,1,8,1,0,0,0,0,1
452,453,12,57,30,0,0,0,0,8,4,19,3,1,1,4,87,29,2,0,900,1,8,0,0,0,0,0,1
453,454,6,50,38,0,0,0,0,2,8,20,8,1,1,3,70,19,8,0,1444,1,2,1,0,0,1,0,1
454,455,12,44,43,0,0,0,0,0,2,18,2,1,0,1,63,18,20,0,1849,1,0,0,1,0,0,1,1
455,456,12,61,26,0,0,0,0,0,2,18,2,1,1,0,0,0,6,0,676,1,0,0,0,0,0,1,0
456,457,11,64,24,0,1,0,1,0,2,18,2,1,1,4,84,19,6,0,576,1,0,0,0,0,0,1,1
457,458,12,60,27,0,1,0,0,10,2,17,2,1,1,0,0,0,4,0,729,1,10,0,0,1,0,0,0
458,459,1,58,30,0,0,0,0,0,3,20,3,1,1,4,82,24,6,0,900,1,0,0,0,0,1,1,1
461,462,4,56,32,0,1,0,0,5,4,19,4,1,1,6,84,28,6,2,1024,1,5,0,0,1,1,0,1
462,463,1,56,32,0,0,0,0,9,6,20,6,1,1,4,82,26,0,0,1024,1,9,1,0,0,1,0,1
463,464,1,61,27,0,1,0,0,4,6,18,6,1,0,1,79,18,2,0,729,1,4,0,1,0,1,0,1
464,465,3,58,30,0,1,0,0,4,4,16,4,1,1,1,76,17,6,6,900,1,4,1,0,0,1,0,1
466,467,1,47,41,0,1,0,0,0,9,21,6,1,1,4,69,22,4,0,1681,1,0,0,0,0,1,1,1
468,469,3,49,39,0,1,0,1,5,2,19,2,1,0,11,72,23,6,0,1521,1,5,1,0,0,1,0,1
470,471,9,56,32,0,1,1,0,7,3,22,3,1,1,12,76,20,6,11,1024,1,7,0,1,0,0,0,1
473,474,8,60,28,0,1,0,0,13,1,22,1,1,1,0,0,0,3,0,784,1,13,0,0,0,0,0,0
474,475,3,49,39,0,1,0,0,0,7,17,7,1,1,5,84,35,7,0,1521,1,0,1,0,0,1,1,1
475,476,7,72,16,0,1,0,0,5,1,13,1,1,1,0,0,0,4,0,256,1,5,1,0,0,0,0,0
476,477,10,65,23,0,1,0,0,0,1,22,1,1,0,6,88,22,4,0,529,1,0,1,0,0,0,1,1
478,479,11,62,26,0,1,0,0,4,4,12,4,1,1,11,82,20,6,0,676,1,4,1,0,0,0,0,1
479,480,9,66,22,0,1,0,0,0,1,19,1,1,1,7,88,21,3,7,484,1,0,0,0,0,0,1,1
480,481,7,50,38,0,1,0,0,5,4,28,4,1,0,3,84,33,5,3,1444,1,5,0,1,0,0,0,1
481,482,9,63,25,0,1,0,1,10,1,20,1,1,1,0,0,0,4,0,625,1,10,0,0,1,0,0,0
482,483,11,58,29,0,1,0,0,14,3,21,1,1,0,11,78,20,6,16,841,1,14,1,0,0,0,0,1
484,485,6,54,34,1,1,1,0,6,4,19,4,1,0,11,73,19,6,7,1156,1,6,0,0,0,1,0,1
486,487,7,50,38,0,1,1,0,10,2,26,2,1,1,12,74,24,3,14,1444,1,10,0,0,0,0,0,1
489,490,9,56,32,0,1,0,0,7,3,20,2,1,1,0,0,0,4,0,1024,1,7,1,0,0,0,0,0
490,491,3,61,27,0,0,0,0,7,2,20,2,1,1,1,83,21,5,6,729,1,7,1,0,0,1,0,1
492,493,3,50,38,0,1,0,0,2,4,16,3,0,0,7,67,17,0,0,1444,1,2,1,0,0,1,0,1
493,494,5,66,22,0,1,0,1,10,1,21,1,1,1,6,86,20,4,10,484,1,10,1,0,0,1,0,1
494,495,10,56,32,0,1,0,0,3,6,18,5,1,1,6,75,18,6,6,1024,1,3,0,1,0,0,0,1
495,496,12,63,24,0,0,0,0,0,3,18,3,1,1,9,83,19,2,7,576,1,0,0,0,0,0,1,1
496,497,8,64,24,0,0,0,0,0,1,16,1,1,0,11,80,16,4,7,576,1,0,0,0,0,0,1,1
498,499,3,52,36,0,0,0,0,6,7,17,7,1,1,0,0,0,7,0,1296,1,6,1,0,0,1,0,0
499,500,1,66,22,0,1,0,0,7,1,21,1,1,0,0,0,0,3,0,484,1,7,1,0,0,1,0,0
500,501,10,59,29,0,1,0,0,0,1,20,1,1,0,0,0,0,0,0,841,1,0,0,0,0,0,1,0
502,503,1,68,20,0,0,0,0,7,2,17,2,1,1,0,0,0,2,0,400,1,7,0,0,0,1,0,0
503,504,8,62,26,0,1,0,0,10,1,19,1,1,1,0,0,0,2,0,676,1,10,1,0,0,0,0,0
504,505,1,64,24,0,1,0,0,7,1,21,1,1,1,11,85,21,6,7,576,1,7,0,0,0,1,0,1
506,507,2,62,26,0,1,0,0,7,2,23,2,1,1,0,0,0,4,0,676,1,7,0,1,0,1,0,0
508,509,12,43,44,1,1,1,0,8,5,23,5,1,1,0,0,0,5,0,1936,1,8,0,0,0,0,0,0
509,510,2,58,30,0,1,0,0,13,3,18,3,1,1,9,79,21,3,6,900,1,13,0,1,0,1,0,1
510,511,10,60,28,0,1,0,0,12,2,20,2,1,1,0,0,0,4,0,784,1,12,1,0,0,0,0,0
511,512,6,58,30,0,1,0,0,9,4,20,4,1,1,7,79,21,10,14,900,1,9,0,1,0,1,0,1
513,514,8,63,25,0,1,0,0,0,3,19,3,1,1,1,85,21,0,0,625,1,0,1,0,0,0,1,1
515,516,8,42,46,0,0,0,0,0,6,17,6,1,0,7,67,24,6,0,2116,1,0,0,1,0,0,1,1
516,517,10,53,35,0,1,0,1,0,2,26,2,1,1,6,80,26,4,6,1225,1,0,0,0,0,0,1,1
517,518,8,67,21,0,1,0,0,7,2,17,2,1,1,0,0,0,6,0,441,1,7,0,1,0,0,0,0
519,520,6,70,18,0,1,0,0,8,1,16,1,1,0,0,0,0,2,0,324,1,8,0,0,0,1,0,0
520,521,8,59,29,0,1,0,1,4,4,19,4,1,0,3,79,19,6,7,841,1,4,0,1,0,0,0,1
521,522,2,63,25,0,1,0,0,12,1,24,1,1,1,0,0,0,6,0,625,1,12,0,1,0,1,0,0
522,523,7,62,26,0,1,1,1,10,3,16,3,1,1,7,77,15,3,10,676,1,10,0,0,0,0,0,1
523,524,2,60,28,0,1,0,0,10,2,19,2,1,1,6,79,19,5,10,784,1,10,0,1,0,1,0,1
525,526,3,47,41,0,1,0,0,4,8,20,7,1,1,8,72,25,8,0,1681,1,4,0,0,0,1,0,1
526,527,3,69,19,0,1,0,0,7,1,19,1,1,0,0,0,0,4,0,361,1,7,1,0,0,1,0,0
527,528,6,59,29,0,0,0,0,0,4,15,4,1,0,10,75,16,5,0,841,1,0,0,1,0,1,1,1
528,529,3,51,37,0,1,0,0,10,5,18,5,1,0,12,70,19,5,7,1369,1,10,1,0,0,1,0,1
532,533,8,57,31,0,1,0,0,8,2,23,2,1,1,6,87,29,4,7,961,1,8,1,0,0,0,0,1
535,536,7,52,36,0,1,0,1,0,7,16,7,1,1,9,70,18,6,6,1296,1,0,0,0,0,0,1,1
537,538,6,49,39,0,1,0,1,6,6,20,6,1,1,8,70,21,4,0,1521,1,6,1,0,0,1,0,1
540,541,4,69,19,0,0,0,1,7,1,15,1,1,0,2,84,14,5,7,361,1,7,1,0,0,1,0,1
541,542,3,54,34,0,1,0,0,7,3,19,3,1,1,6,77,23,4,4,1156,1,7,0,1,0,1,0,1
542,543,3,58,30,0,1,0,0,0,1,19,1,1,0,6,76,18,3,7,900,1,0,0,0,0,1,1,1
544,545,2,54,34,0,1,0,1,7,5,21,5,1,1,3,75,21,6,3,1156,1,7,0,1,0,1,0,1
548,549,2,65,23,0,0,0,0,0,1,19,1,1,0,2,87,22,10,7,529,1,0,0,1,0,1,1,1
550,551,5,69,19,0,1,0,0,7,1,18,1,1,0,7,87,18,5,7,361,1,7,0,0,0,1,0,1
551,552,6,52,36,0,1,0,0,4,6,23,6,1,1,2,70,17,4,0,1296,1,4,1,0,0,1,0,1
553,554,4,66,22,0,0,0,0,7,2,18,2,1,1,2,84,17,4,9,484,1,7,1,0,0,1,0,1
554,555,1,67,21,0,1,0,1,7,1,16,1,1,1,1,87,20,6,0,441,1,7,0,0,1,1,0,1
555,556,9,66,22,0,1,0,0,12,1,21,1,1,1,0,0,0,2,0,484,1,12,0,0,1,0,0,0
556,557,8,64,24,0,1,0,0,5,3,17,3,1,1,6,85,20,4,8,576,1,5,1,0,0,0,0,1
557,558,3,49,39,0,1,0,0,6,9,17,9,1,1,1,65,15,10,10,1521,1,6,0,1,0,1,0,1
559,560,9,64,24,0,1,0,0,10,1,17,1,1,1,4,86,21,4,10,576,1,10,0,0,1,0,0,1
560,561,3,65,23,0,1,1,0,9,1,19,1,1,1,12,85,20,6,10,529,1,9,0,1,0,1,0,1
561,562,8,63,25,0,1,1,0,7,1,17,1,1,1,1,81,17,4,9,625,1,7,0,0,0,0,0,1
563,564,2,67,21,0,0,0,0,0,1,21,1,1,0,2,87,20,6,0,441,1,0,0,0,1,1,1,1
567,568,9,51,37,0,1,0,0,6,6,21,4,1,0,4,69,17,4,7,1369,1,6,0,1,0,0,0,1
568,569,11,55,33,0,1,0,0,0,4,17,4,1,1,6,82,26,6,0,1089,1,0,1,0,0,0,1,1
569,570,11,42,46,0,1,0,0,0,1,23,1,1,0,6,61,18,10,6,2116,1,0,1,0,0,0,1,1
570,571,5,56,32,0,1,0,0,6,3,19,2,1,1,2,74,17,4,0,1024,1,6,0,0,0,1,0,1
571,572,12,61,26,0,1,0,0,0,1,15,1,1,1,0,0,0,10,0,676,1,0,0,0,0,0,1,0
573,574,1,56,32,0,0,0,0,7,6,19,6,1,1,12,75,19,6,7,1024,1,7,1,0,0,1,0,1
574,575,3,59,29,0,1,0,1,6,2,19,2,1,1,2,82,22,3,6,841,1,6,0,1,0,1,0,1
575,576,8,62,26,0,1,0,1,0,3,20,3,1,1,1,81,18,3,7,676,1,0,1,0,0,0,1,1
576,577,1,52,36,0,1,0,1,2,1,16,1,1,0,1,73,21,6,0,1296,1,2,1,0,0,1,0,1
577,578,3,52,36,0,1,1,0,7,7,17,7,1,1,1,73,20,4,7,1296,1,7,0,1,0,1,0,1
578,579,3,73,15,0,1,1,0,8,1,15,1,1,0,0,0,0,4,0,225,1,8,0,0,1,1,0,0
579,580,6,48,40,0,1,1,1,4,8,19,7,1,1,9,64,16,7,7,1600,1,4,1,0,0,1,0,1
580,581,9,64,24,0,1,1,1,0,2,19,2,1,0,5,83,18,5,12,576,1,0,1,0,0,0,1,1
581,582,1,60,28,0,1,0,0,0,3,20,3,1,1,6,84,24,4,0,784,1,0,0,0,0,1,1,1
583,584,4,70,18,0,1,0,0,7,2,16,2,1,0,0,0,0,2,0,324,1,7,0,0,0,1,0,0
584,585,6,40,48,0,0,0,0,4,3,27,3,1,0,1,61,20,3,0,2304,1,4,1,0,0,1,0,1
585,586,1,60,28,0,1,0,0,7,2,22,2,1,1,9,88,28,6,0,784,1,7,1,0,0,1,0,1
586,587,10,48,40,0,0,0,0,0,4,15,4,1,0,7,64,15,4,0,1600,1,0,1,0,0,0,1,1
587,588,6,59,29,0,0,0,0,0,5,17,5,1,1,10,77,18,10,7,841,1,0,0,0,0,1,1,1
589,590,3,47,41,0,1,0,1,0,5,20,3,1,0,2,65,17,5,0,1681,1,0,1,0,0,1,1,1
591,592,5,65,23,0,1,0,0,7,2,20,2,1,1,0,0,0,5,0,529,1,7,0,1,0,1,0,0
592,593,8,63,25,0,1,0,1,6,2,18,2,1,0,6,80,16,4,0,625,1,6,0,0,1,0,0,1
593,594,6,51,37,0,0,0,0,3,3,24,3,1,1,0,0,0,6,0,1369,1,3,1,0,0,1,0,0
594,595,1,63,25,0,0,0,0,0,2,22,1,1,0,10,79,16,6,0,625,1,0,0,1,0,1,1,1
596,597,2,63,25,0,0,0,0,0,2,18,2,1,1,8,88,25,8,0,625,1,0,1,0,0,1,1,1
597,598,2,62,26,0,1,0,0,14,1,21,1,1,1,9,81,19,3,15,676,1,14,0,0,1,1,0,1
600,601,4,45,43,0,1,0,0,7,8,17,8,1,0,12,60,15,8,14,1849,1,7,1,0,0,1,0,1
601,602,7,65,23,0,1,0,0,11,1,22,1,1,0,0,0,0,3,0,529,1,11,1,0,0,0,0,0
604,605,10,68,20,0,0,0,0,7,1,18,1,1,1,0,0,0,6,0,400,1,7,0,1,0,0,0,0
605,606,7,64,24,0,1,0,1,10,1,18,1,1,1,0,0,0,3,0,576,1,10,0,0,1,0,0,0
608,609,8,64,24,0,0,0,0,10,3,13,3,1,1,0,0,0,4,0,576,1,10,0,1,0,0,0,0
609,610,1,61,27,0,1,0,0,6,1,17,1,1,0,0,0,0,4,0,729,1,6,0,1,0,1,0,0
612,613,7,50,38,0,1,0,0,0,9,19,8,1,1,9,75,25,6,3,1444,1,0,0,1,0,0,1,1
614,615,4,70,18,0,1,0,0,7,1,16,1,1,1,0,0,0,4,0,324,1,7,0,1,0,1,0,0
615,616,9,60,28,0,1,0,0,13,3,20,3,1,1,0,0,0,4,0,784,1,13,0,1,0,0,0,0
616,617,12,66,21,0,1,1,0,7,1,16,1,1,1,8,86,19,4,7,441,1,7,0,0,0,0,0,1
617,618,11,64,24,0,0,0,0,7,1,17,1,1,1,11,86,22,4,10,576,1,7,1,0,0,0,0,1
619,620,4,69,19,0,1,0,0,7,1,18,1,1,1,3,85,15,4,7,361,1,7,1,0,0,1,0,1
620,621,10,59,29,0,1,0,0,7,2,26,2,1,1,2,82,22,2,10,841,1,7,0,0,0,0,0,1
621,622,2,55,33,0,1,0,1,7,6,18,6,1,1,1,76,20,5,6,1089,1,7,0,0,1,1,0,1
623,624,6,57,31,0,1,0,0,0,5,19,5,1,1,7,81,24,3,2,961,1,0,1,0,0,1,1,1
624,625,6,65,23,0,1,0,0,9,1,21,1,1,1,0,0,0,4,0,529,1,9,0,0,1,1,0,0
625,626,6,54,34,0,1,0,0,0,2,16,2,1,0,9,72,18,4,0,1156,1,0,1,0,0,1,1,1
626,627,11,53,35,0,1,0,0,6,1,16,1,1,0,1,71,17,4,10,1225,1,6,0,0,1,0,0,1
627,628,11,70,18,0,1,0,1,5,1,17,1,1,0,0,0,0,2,0,324,1,5,0,0,1,0,0,0
628,629,11,40,48,0,1,0,0,0,4,23,4,1,0,9,87,46,0,0,2304,1,0,1,0,0,0,1,1
630,631,5,40,48,0,0,0,0,0,11,19,10,1,0,12,59,19,0,0,2304,1,0,0,0,0,1,1,1
632,633,4,68,20,0,0,0,0,6,2,18,2,1,1,7,85,17,4,10,400,1,6,0,0,1,1,0,1
633,634,4,64,24,0,1,0,0,4,1,21,1,1,1,6,84,20,0,0,576,1,4,0,0,0,1,0,1
635,636,3,65,23,0,1,0,0,10,2,19,2,1,1,0,0,0,2,0,529,1,10,1,0,0,1,0,0
636,637,9,59,29,0,1,1,1,7,3,17,3,1,1,3,76,16,6,0,841,1,7,0,1,0,0,0,1
640,641,7,48,40,0,1,0,0,5,6,19,6,1,1,2,68,19,6,7,1600,1,5,1,0,0,0,0,1
641,642,6,63,25,0,1,0,0,0,2,19,2,1,1,5,80,16,6,3,625,1,0,1,0,0,1,1,1
642,643,1,40,48,0,1,0,1,3,9,20,6,1,0,1,62,22,10,0,2304,1,3,1,0,0,1,0,1
643,644,5,66,22,0,1,0,0,0,3,14,3,1,0,6,80,14,0,0,484,1,0,0,0,0,1,1,1
